id,tweet,bow,match,polarity
540, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
541, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
542, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
543, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
544, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
545, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
546, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
547, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
548, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
549, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
550, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
551, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
552, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
553, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
554, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
555, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
556, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
557, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
558, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
559, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
560, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
561, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
562, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
563, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
564, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
565, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
566, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
567, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
568, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
569, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
570, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
571, gailsloane We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is making fac,"{'gailsloane': 1, 'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 2, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'fac': 1}",{'bait': 1},negative
572, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
573, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
574, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
575, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
576,We have production going on in Nova Scotia at Dalhousie University and Stanfields making masks and PPE Bait is mak ,"{'we': 1, 'have': 1, 'production': 1, 'going': 1, 'on': 1, 'in': 1, 'nova': 1, 'scotia': 1, 'at': 1, 'dalhousie': 1, 'university': 1, 'and': 2, 'stanfields': 1, 'making': 1, 'masks': 1, 'ppe': 1, 'bait': 1, 'is': 1, 'mak': 1}",{'bait': 1},negative
577,YQraffic Update  University Park Dr LavalDalhousie will be closed on Sunday April 5 starting at 730 am ,"{'yqraffic': 1, 'update': 1, 'university': 1, 'park': 1, 'dr': 1, 'lavaldalhousie': 1, 'will': 1, 'be': 1, 'closed': 1, 'on': 1, 'sunday': 1, 'april': 1, '5': 1, 'starting': 1, 'at': 1, '730': 1, 'am': 1}",{},neutral
578, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
579, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
580, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
581, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
582, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
583, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
584, Lammoye  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University Univer,"{'lammoye': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1, 'univer': 1}",{},neutral
585, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
586, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
587, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
588, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
589, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
590, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
591, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
592, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
593, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
594, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
595, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
596, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
597, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
598, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
599, uniwritercons  Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal University,"{'uniwritercons': 1, 'athabasca': 1, 'university': 4, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1}",{},neutral
600, Athabasca University George Brown College University of Windsor Dalhousie University Mount Royal Universi ,"{'athabasca': 1, 'university': 3, 'george': 1, 'brown': 1, 'college': 1, 'of': 1, 'windsor': 1, 'dalhousie': 1, 'mount': 1, 'royal': 1, 'universi': 1}",{},neutral
601, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
602, ChezDominique What can we do as educators amp admin to help close up the gap in these challenging times msrgriffith MrsBylykbashi Je,"{'chezdominique': 1, 'what': 1, 'can': 1, 'we': 1, 'do': 1, 'as': 1, 'educators': 1, 'amp': 1, 'admin': 1, 'to': 1, 'help': 1, 'close': 1, 'up': 1, 'the': 1, 'gap': 1, 'in': 1, 'these': 1, 'challenging': 1, 'times': 1, 'msrgriffith': 1, 'mrsbylykbashi': 1, 'je': 1}",{'challenging': 1},negative
603, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
604, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
605,blazman JoeBiden It basically provides a false excuse for politicians to be lazy and stupid  For example we cou ,"{'blazman': 1, 'joebiden': 1, 'it': 1, 'basically': 1, 'provides': 1, 'a': 1, 'false': 1, 'excuse': 1, 'for': 2, 'politicians': 1, 'to': 1, 'be': 1, 'lazy': 1, 'and': 1, 'stupid': 1, 'example': 1, 'we': 1, 'cou': 1}","{'false': 1, 'excuse': 1, 'lazy': 1, 'stupid': 1}",negative
606, shoffmanAB These layoffs are because abed AdrianaLaGrange cut 128m just a couple of weeks ago Of course layoff notices are being,"{'shoffmanab': 1, 'these': 1, 'layoffs': 1, 'are': 2, 'because': 1, 'abed': 1, 'adrianalagrange': 1, 'cut': 1, '128m': 1, 'just': 1, 'a': 1, 'couple': 1, 'of': 2, 'weeks': 1, 'ago': 1, 'course': 1, 'layoff': 1, 'notices': 1, 'being': 1}",{'layoff': 1},negative
607, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
608, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
609, shoffmanAB These layoffs are because abed AdrianaLaGrange cut 128m just a couple of weeks ago Of course layoff notices are being,"{'shoffmanab': 1, 'these': 1, 'layoffs': 1, 'are': 2, 'because': 1, 'abed': 1, 'adrianalagrange': 1, 'cut': 1, '128m': 1, 'just': 1, 'a': 1, 'couple': 1, 'of': 2, 'weeks': 1, 'ago': 1, 'course': 1, 'layoff': 1, 'notices': 1, 'being': 1}",{'layoff': 1},negative
610,CDFI19 SchemppShawn Yes our Education system is failing all the students by not giving guidance or advice It is ,"{'cdfi19': 1, 'schemppshawn': 1, 'yes': 1, 'our': 1, 'education': 1, 'system': 1, 'is': 2, 'failing': 1, 'all': 1, 'the': 1, 'students': 1, 'by': 1, 'not': 1, 'giving': 1, 'guidance': 1, 'or': 1, 'advice': 1, 'it': 1}","{'failing': 1, 'guidance': 1}",neutral
611, ChezDominique What can we do as educators amp admin to help close up the gap in these challenging times msrgriffith MrsBylykbashi Je,"{'chezdominique': 1, 'what': 1, 'can': 1, 'we': 1, 'do': 1, 'as': 1, 'educators': 1, 'amp': 1, 'admin': 1, 'to': 1, 'help': 1, 'close': 1, 'up': 1, 'the': 1, 'gap': 1, 'in': 1, 'these': 1, 'challenging': 1, 'times': 1, 'msrgriffith': 1, 'mrsbylykbashi': 1, 'je': 1}",{'challenging': 1},negative
612, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
613,3BeanCasserole Which service Canada workers left vulnerable citizens I dont what you mean I would still that pu ,"{'3beancasserole': 1, 'which': 1, 'service': 1, 'canada': 1, 'workers': 1, 'left': 1, 'vulnerable': 1, 'citizens': 1, 'i': 2, 'dont': 1, 'what': 1, 'you': 1, 'mean': 1, 'would': 1, 'still': 1, 'that': 1, 'pu': 1}",{'vulnerable': 1},negative
614, schilldawg Shortsighted move this can be done remotely as the pathologists noted Students should not see the supports they need to,"{'schilldawg': 1, 'shortsighted': 1, 'move': 1, 'this': 1, 'can': 1, 'be': 1, 'done': 1, 'remotely': 1, 'as': 1, 'the': 2, 'pathologists': 1, 'noted': 1, 'students': 1, 'should': 1, 'not': 1, 'see': 1, 'supports': 1, 'they': 1, 'need': 1, 'to': 1}","{'shortsighted': 1, 'supports': 1}",neutral
615, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
616, schilldawg Shortsighted move this can be done remotely as the pathologists noted Students should not see the supports they need to,"{'schilldawg': 1, 'shortsighted': 1, 'move': 1, 'this': 1, 'can': 1, 'be': 1, 'done': 1, 'remotely': 1, 'as': 1, 'the': 2, 'pathologists': 1, 'noted': 1, 'students': 1, 'should': 1, 'not': 1, 'see': 1, 'supports': 1, 'they': 1, 'need': 1, 'to': 1}","{'shortsighted': 1, 'supports': 1}",neutral
617, Faleti edunaij TundeTASH Ahhhhh Education Nigeria wants to leave for Canada ,"{'faleti': 1, 'edunaij': 1, 'tundetash': 1, 'ahhhhh': 1, 'education': 1, 'nigeria': 1, 'wants': 1, 'to': 1, 'leave': 1, 'for': 1, 'canada': 1}",{},neutral
618, OSSTFtoronto Maybe one of the biggest takeaways at the end of the day will be this The bricksandmortar classroom is one of the big,"{'osstftoronto': 1, 'maybe': 1, 'one': 2, 'of': 3, 'the': 5, 'biggest': 1, 'takeaways': 1, 'at': 1, 'end': 1, 'day': 1, 'will': 1, 'be': 1, 'this': 1, 'bricksandmortar': 1, 'classroom': 1, 'is': 1, 'big': 1}",{},neutral
